1526432011517,1957,0x2,0x0,0x10,0x0,0x0,0x0,0x0,0x0
1526432011517,1962,0xfd,0xfd,0xce,0xce,0xe1,0x5f,0xd2,0x0
1526432011517,574,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432011517,630,0xe9,0xd9,0xe9,0x4b,0xfd,0xcd,0xff,0xff
1526432011517,605,0x0,0x0,0x0,0x0,0x0,0x0,0x7,0x66
1526432011517,325,0x0,0x26,0xfc,0x69,0xaa,0x4,0x3f,0xbe
1526432011517,586,0xff,0xff,0x0,0xc8,0x2b,0x3,0xc0,0x1
1526432011517,584,0x0,0x0,0x0,0x0,0x0,0xff,0xff,0x0
1526432011517,654,0xd9,0xcb,0xa8,0xfd,0x0,0x0,0x13,0x12
1526432011517,1956,0x2,0x0,0x10,0x0,0x0,0x0,0x0,0x0
1526432011517,532,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432011517,573,0x80,0xa0,0xdf,0x5b,0xc0,0xb,0x0,0x0
1526432011517,901,0x0,0x0,0xfe,0x3,0x30,0xfb,0x2b,0x2
1526432011517,618,0x28,0xf3,0x59,0x3,0x39,0x0,0x0,0x0
1526432011517,606,0x0,0x0,0xff,0xff,0x0,0x0,0xff,0x0
1526432011517,631,0x15,0x94,0xe9,0x4d,0xfd,0x5,0xff,0xf9
1526432011517,513,0x20,0x4,0x0,0x18,0x2,0x40,0x10,0xd0
1526432011517,721,0x6,0x7f,0x6,0x7f,0x6,0xd,0x0,0x0
1526432011517,514,0x52,0x19,0x80,0xc0,0x14,0x53,0x0,0xa
1526432011517,808,0x3e,0x4,0x42,0xc4,0xc8,0xef,0x5a,0x69
1526432011517,1018,0x2b,0x15,0x15,0x0,0x0,0x0,0x0,0x0
1526432011517,685,0x0,0x0,0xa5,0xeb,0x0,0x0,0x0,0x10
1526432011517,824,0xf4,0xbd,0x38,0x92,0x54,0x6a,0x61,0xca
1526432011517,1298,0xb,0xff,0x4,0x1,0x1,0x0,0x0,0x0
1526432011517,542,0xe5,0x0,0x2,0x8,0x0,0xc0,0x40,0xb
1526432011517,515,0x2,0x40,0x4,0x2e,0x8b,0x0,0x80,0x4c
1526432011517,872,0x2,0x0,0xfe,0xef,0xff,0xfe,0xef,0xff
1526432011517,1957,0x2,0x0,0x10,0x0,0x0,0x0,0x0,0x0
1526432011517,630,0xe9,0xdd,0xe9,0x39,0xfd,0xbd,0x0,0xa
1526432011517,548,0x6,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432011517,14,0x20,0x26,0x20,0x0,0x4,0xff,0xc0,0x77
1526432011532,885,0x11,0x0,0x0,0x0,0x68,0xc,0x0,0x1
1526432011532,814,0x5,0x26,0x19,0x81,0x22,0xa4,0x1,0x0
1526432011532,1956,0x2,0x0,0x10,0x0,0x0,0x0,0x0,0x0
1526432011532,545,0x5,0x0,0x88,0x1,0x1,0x0,0x0,0x0
1526432011532,558,0x0,0x0,0xff,0xff,0x0,0x0,0xff,0x0
1526432011532,631,0x15,0xa2,0xe9,0x55,0xfc,0xc9,0x0,0x3
1526432011532,721,0x6,0x7f,0x6,0x7f,0x6,0xd,0x0,0x0
1526432011532,325,0x0,0x26,0xfe,0x69,0xaa,0x4,0x4f,0xd0
1526432011532,516,0x12,0x1,0x10,0x2a,0x0,0x8b,0x44,0x8
1526432011532,549,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432011532,680,0x0,0x2,0x0,0x64,0x0,0xfa,0x40,0x0
1526432011532,565,0x0,0x0,0xc,0x0,0x0,0x7,0x0,0xfe
1526432011532,638,0xc8,0xc8,0xc8,0xc8,0x1b,0x0,0x0,0x0
1526432011532,1957,0x2,0x0,0x10,0x0,0x0,0x0,0x0,0x0
1526432011532,911,0x1,0xff,0x0,0x0,0x0,0x0,0x0,0x0
1526432011532,753,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432011532,630,0xe9,0xd9,0xe9,0x23,0xfd,0x8d,0x0,0x1c
1526432011532,825,0xff,0xff,0x3,0xf,0x5,0x9,0x6f,0xfa
1526432011532,872,0x3,0x0,0xfe,0xef,0xff,0xfe,0xef,0xff
1526432011532,1956,0x2,0x0,0x10,0x0,0x0,0x0,0x0,0x0
1526432011532,530,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432011532,853,0xff,0xff,0xd,0x0,0x35,0x0,0x0,0x0
1526432011532,1950,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432011532,631,0x15,0xa4,0xe9,0x53,0xfc,0x71,0x0,0xd
1526432011532,721,0x6,0x7f,0x6,0x7f,0x6,0xd,0x0,0x0
1526432011532,526,0x26,0x88,0x0,0x0,0x0,0x0,0x0,0x0
