1526432091129,532,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432091129,606,0x0,0x0,0x0,0xff,0x0,0x0,0x0,0x0
1526432091129,618,0x2a,0xfb,0x59,0x3,0x39,0x0,0x0,0x0
1526432091129,573,0x80,0xa0,0xdf,0x5b,0xc0,0xb,0x0,0x0
1526432091129,631,0x15,0x96,0xe9,0x55,0xfc,0x8d,0xff,0xf6
1526432091129,901,0x0,0x0,0xfe,0x3,0x30,0xfb,0x2b,0x2
1526432091129,721,0x6,0x7f,0x6,0x7f,0x6,0x7f,0x0,0x0
1526432091129,514,0x52,0x19,0x80,0xc0,0x14,0x53,0x0,0xa
1526432091129,14,0x20,0x1c,0x20,0x0,0x4,0xff,0x40,0xeb
1526432091129,542,0xe5,0x0,0x2,0x8,0x0,0xc0,0x40,0xb
1526432091129,685,0x0,0x0,0xa5,0xeb,0x0,0x0,0x0,0x10
1526432091129,1957,0x2,0x0,0x10,0x0,0x0,0x0,0x0,0x0
1526432091129,515,0x2,0x40,0x4,0x2e,0x8b,0x0,0x80,0x4c
1526432091129,787,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432091129,630,0xe9,0xdf,0xe9,0x47,0xfd,0x9f,0x0,0x6
1526432091129,548,0x6,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432091129,814,0x5,0x26,0x19,0x81,0x22,0xa4,0x1,0x0
1526432091129,885,0x11,0x0,0x0,0x0,0x68,0xc,0x0,0x1
1526432091129,1956,0x2,0x0,0x10,0x0,0x0,0x0,0x0,0x0
1526432091129,545,0x5,0x0,0x88,0x1,0x1,0x0,0x0,0x0
1526432091129,891,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432091129,558,0x0,0x0,0xff,0xff,0x0,0x0,0xff,0x0
1526432091129,631,0x15,0x96,0xe9,0x67,0xfc,0xb1,0xff,0xe9
1526432091129,721,0x6,0x7f,0x6,0x7f,0x6,0x7f,0x0,0x0
1526432091129,516,0x2,0x3,0x10,0x29,0x0,0x8b,0x40,0x8
1526432091129,872,0xb,0x0,0xfe,0xef,0xff,0xfe,0xef,0xff
1526432091129,638,0xc8,0xc8,0xc8,0xc8,0x1b,0x0,0x0,0x0
1526432091129,325,0x0,0x26,0xfc,0x69,0xaa,0x4,0x1f,0x9e
1526432091129,565,0x0,0x0,0xc,0x0,0x0,0x7,0x0,0xfd
1526432091129,680,0x0,0x2,0x0,0x64,0x0,0xfa,0x40,0x0
1526432091129,812,0x0,0x7d,0x0,0x4,0x0,0x0,0x0,0x0
1526432091129,1957,0x2,0x0,0x10,0x0,0x0,0x0,0x0,0x0
1526432091129,825,0xff,0xff,0x4,0x5f,0x5,0xa,0xf,0xfa
1526432091129,753,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432091129,797,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432091129,630,0xe9,0xed,0xe9,0x63,0xfd,0xa9,0xff,0xea
1526432091144,530,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432091144,1956,0x2,0x0,0x10,0x0,0x0,0x0,0x0,0x0
1526432091144,1950,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432091144,853,0xff,0xff,0x0,0x0,0x35,0x0,0x0,0x0
1526432091144,631,0x15,0x9c,0xe9,0x59,0xfc,0x89,0xff,0xfb
1526432091144,264,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432091144,536,0x0,0x0,0xc0,0x0,0xe3,0x88,0xc3,0x0
1526432091144,526,0x26,0x88,0x0,0x0,0x0,0x0,0x0,0x0
1526432091144,721,0x6,0x7f,0x6,0x7f,0x6,0x7f,0x0,0x0
1526432091144,513,0x20,0x4,0x0,0x18,0x2,0x40,0x10,0xd0
1526432091144,1036,0x0,0x0,0x10,0x2,0x0,0x0,0x0,0x0
1526432091144,1025,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432091144,1308,0x12,0x45,0x21,0xd4,0xab,0x7c,0x19,0xdc
1526432091144,557,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0
1526432091144,1966,0xfd,0xfd,0xce,0xce,0xe6,0xaf,0xd2,0x0
1526432091144,1957,0x2,0x0,0x10,0x0,0x0,0x0,0x0,0x0
1526432091144,1029,0x0,0x0,0x90,0x0,0x0,0x0,0x0,0x0
1526432091144,588,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432091144,829,0x0,0x7d,0x0,0x4,0x0,0x0,0x0,0x0
1526432091144,630,0xe9,0xe1,0xe9,0x39,0xfd,0xf5,0x0,0x9
1526432091144,590,0xff,0xff,0x0,0xc8,0x28,0x3,0xc0,0x1d
1526432091144,1956,0x2,0x0,0x10,0x0,0x0,0x0,0x0,0x0
1526432091144,668,0x0,0x0,0x8e,0xff,0xdb,0xff,0x0,0x10
1526432091144,593,0x80,0x2e,0xe9,0xff,0x3,0x0,0xe4,0xa8
1526432091144,1027,0x0,0x0,0x14,0x0,0x0,0x0,0x0,0x0
1526432091144,622,0x45,0xeb,0x99,0x3,0x39,0x0,0x0,0x0
1526432091144,658,0x40,0x0,0x0,0x0,0x0,0x0,0x20,0x53
1526432091144,533,0x6,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432091144,631,0x15,0x9a,0xe9,0x47,0xfc,0xbb,0x0,0x1
1526432091144,876,0xf0,0x0,0x0,0x0,0x0,0x0,0x5,0x64
1526432091144,721,0x6,0x7f,0x6,0x7f,0x6,0x7f,0x0,0x0
1526432091144,546,0x0,0x0,0x0,0x0,0x0,0x0,0x3,0x27
1526432091144,325,0x1,0x26,0xfd,0x69,0xaa,0x4,0x2f,0xb0
1526432091144,572,0x80,0xa0,0xff,0x7f,0xc0,0xb,0x0,0x0
1526432091144,808,0xde,0xf4,0xdd,0xab,0x0,0xd0,0x20,0x5a
1526432091144,1957,0x2,0x0,0x10,0x0,0x0,0x0,0x0,0x0
1526432091144,824,0xf4,0x3b,0x35,0x8a,0x44,0x8a,0x3e,0x2a
1526432091160,872,0x20,0x0,0x4,0x57,0x85,0xa,0x7,0x7a
1526432091160,630,0xe9,0xdf,0xe9,0x61,0xfd,0xb5,0xff,0xf4
1526432091160,673,0x0,0xfc,0xdf,0x71,0xc9,0x3c,0xd1,0x0
1526432091160,517,0x2,0x1,0x10,0x29,0x0,0x8c,0x40,0xf
1526432091160,684,0x0,0x0,0xd7,0xeb,0x0,0x0,0x0,0x10
1526432091160,1956,0x2,0x0,0x10,0x0,0x0,0x0,0x0,0x0
1526432091160,958,0x12,0x6d,0xe6,0x43,0x7c,0x34,0x95,0xfe
1526432091160,631,0x15,0x84,0xe9,0x51,0xfc,0xa7,0xff,0xef
1526432091160,1040,0x40,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432091160,760,0x0,0x0,0x0,0x20,0x0,0x0,0x0,0x0
1526432091160,843,0x9c,0x0,0xe,0x2,0x4a,0x3,0x0,0x0
1526432091160,721,0x6,0x7f,0x6,0x7f,0x6,0x7f,0x0,0x0
1526432091160,1022,0x2a,0x13,0x15,0x0,0x0,0x0,0x0,0x0
1526432091160,657,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432091160,1957,0x2,0x0,0x10,0x0,0x0,0x0,0x0,0x0
1526432091160,1026,0x0,0x0,0x14,0x0,0x0,0x0,0x0,0x0
1526432091160,630,0xea,0xf,0xe9,0x3f,0xfd,0xad,0xff,0xee
1526432091177,1956,0x2,0x0,0x10,0x0,0x0,0x0,0x0,0x0
1526432091177,646,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432091177,647,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432091177,561,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432091177,631,0x15,0x92,0xe9,0x6d,0xfc,0xc5,0xff,0xe4
1526432091177,721,0x6,0x7f,0x6,0x7f,0x6,0x7f,0x0,0x0
1526432091177,513,0x20,0x4,0x0,0x18,0x2,0x40,0x10,0xd0
1526432091177,325,0x0,0x26,0xfc,0x69,0xaa,0x4,0x3f,0xbe
1526432091177,568,0x7,0x40,0x3,0x40,0x0,0x0,0x0,0x0
1526432091177,712,0x0,0x0,0x0,0x20,0x0,0x0,0x0,0x0
1526432091177,769,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432091183,552,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432091183,872,0x21,0x0,0x99,0x79,0x7d,0x97,0xc9,0x7d
1526432091183,1957,0x2,0x0,0x10,0x0,0x0,0x0,0x0,0x0
1526432091183,1955,0x12,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1526432091183,630,0xe9,0xd9,0xe9,0x4d,0xfd,0xd5,0x0,0x6
1526432091183,662,0x7d,0x0,0xab,0xff,0xb4,0xff,0x29,0x0
1526432091183,663,0xa3,0xfe,0xa4,0xff,0x34,0x0,0x57,0x0
1526432091183,577,0x0,0x8,0x0,0xc8,0x0,0x0,0x0,0x0
1526432091183,1956,0x2,0x0,0x10,0x0,0x0,0x0,0x0,0x0
1526432091183,1954,0x80,0x1,0x0,0x0,0x0,0x0,0x0,0x0
1526432091185,1355,0xdc,0x1,0x88,0x3,0xd1,0xff,0x32,0x2
1526432091185,631,0x15,0x84,0xe9,0x57,0xfc,0x8d,0xff,0xf2
1526432091185,721,0x6,0x7f,0x6,0x7f,0x6,0x7f,0x0,0x0
